                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                 0.6412,                0.52273,                0.95939,                 0.8372,                0.79144,                0.82986,                0.65836,                0.79327,                0.64373,                  1.055,             0.00072902,             0.00072902,             0.00072902
                     42,                0.64395,                0.52212,                0.95881,                0.82542,                0.80147,                0.84243,                0.66188,                0.78129,                 0.6308,                 1.0231,             0.00072452,             0.00072452,             0.00072452
                     43,                 0.6385,                0.51223,                0.95486,                0.79393,                0.83162,                0.84264,                0.65667,                0.80316,                0.67484,                 1.0558,             0.00072002,             0.00072002,             0.00072002
                     44,                0.63944,                0.51827,                 0.9548,                0.81954,                0.80314,                0.82221,                0.64634,                0.81251,                0.66755,                  1.062,             0.00071552,             0.00071552,             0.00071552
                     45,                0.63424,                0.51655,                0.94786,                0.84986,                0.77973,                0.83273,                0.65458,                0.79034,                0.64264,                 1.0612,             0.00071102,             0.00071102,             0.00071102
                     46,                0.63667,                0.51654,                0.95283,                 0.8492,                0.80461,                 0.8338,                0.67109,                0.76393,                0.63111,                 1.0241,             0.00070652,             0.00070652,             0.00070652
                     47,                 0.6355,                0.51136,                 0.9547,                0.81244,                0.80799,                0.82983,                 0.6629,                0.78765,                   0.65,                 1.0323,             0.00070202,             0.00070202,             0.00070202
                     48,                0.62649,                0.49294,                0.94747,                0.79208,                0.81043,                0.80533,                0.63852,                0.79122,                0.68023,                 1.0411,             0.00069752,             0.00069752,             0.00069752
                     49,                 0.6144,                0.49201,                0.94487,                0.81299,                0.78772,                0.82532,                0.65747,                0.79585,                0.64418,                 1.0449,             0.00069302,             0.00069302,             0.00069302
                     50,                0.61351,                0.49279,                0.94975,                0.83557,                0.78854,                0.82558,                0.65922,                0.78095,                0.65956,                 1.0389,             0.00068852,             0.00068852,             0.00068852
                     51,                 0.6141,                0.47681,                0.94485,                0.77789,                0.83161,                0.84303,                   0.66,                0.79401,                0.64597,                 1.0515,             0.00068402,             0.00068402,             0.00068402
                     52,                0.61637,                0.49255,                0.95011,                0.78998,                0.80371,                0.81744,                0.65764,                0.78183,                0.64181,                 1.0293,             0.00067952,             0.00067952,             0.00067952
                     53,                 0.6202,                0.48784,                0.94668,                0.81841,                0.81159,                 0.8347,                0.66697,                0.76958,                0.65641,                 1.0335,             0.00067502,             0.00067502,             0.00067502
                     54,                0.61578,                0.48278,                 0.9485,                0.84205,                0.78868,                0.83032,                0.65984,                0.76768,                0.64163,                 1.0301,             0.00067052,             0.00067052,             0.00067052
                     55,                0.61916,                0.48065,                0.94357,                0.79779,                0.81974,                0.83038,                0.67025,                0.77214,                0.66302,                 1.0279,             0.00066602,             0.00066602,             0.00066602
                     56,                0.60598,                0.47553,                0.93847,                0.84342,                 0.7989,                0.84949,                 0.6807,                0.77963,                0.64913,                  1.026,             0.00066152,             0.00066152,             0.00066152
                     57,                0.59679,                0.46752,                0.93973,                0.84716,                0.80319,                0.85217,                 0.6812,                0.76863,                0.62379,                  1.028,             0.00065703,             0.00065703,             0.00065703
                     58,                0.60339,                0.46431,                0.94163,                0.86552,                0.78121,                0.83526,                0.67215,                0.76125,                0.63056,                  1.022,             0.00065253,             0.00065253,             0.00065253
                     59,                0.60008,                0.46115,                0.94088,                0.85596,                0.79512,                0.83099,                0.66209,                0.77817,                0.67805,                 1.0403,             0.00064803,             0.00064803,             0.00064803
                     60,                0.58738,                0.45319,                0.93119,                0.81596,                0.78992,                0.82848,                0.65266,                 0.7662,                0.66424,                 1.0395,             0.00064353,             0.00064353,             0.00064353
                     61,                0.60852,                0.46205,                 0.9419,                0.82823,                0.78067,                 0.8291,                0.66062,                0.79068,                0.63903,                 1.0548,             0.00063903,             0.00063903,             0.00063903
                     62,                0.59746,                0.45793,                0.93573,                0.85359,                0.78869,                0.83128,                0.65868,                0.77297,                0.62515,                 1.0375,             0.00063453,             0.00063453,             0.00063453
                     63,                0.58166,                0.45223,                0.92897,                0.82066,                0.82343,                0.83296,                0.66199,                0.77531,                0.65205,                 1.0527,             0.00063003,             0.00063003,             0.00063003
                     64,                0.58288,                0.45172,                0.93408,                0.85618,                0.76209,                0.83422,                0.66977,                0.78337,                0.66795,                 1.0508,             0.00062553,             0.00062553,             0.00062553
                     65,                0.58624,                0.44597,                0.93253,                 0.8046,                0.82066,                0.84463,                0.67409,                0.78887,                0.61916,                  1.051,             0.00062103,             0.00062103,             0.00062103
                     66,                0.59293,                0.45049,                0.93123,                0.81552,                0.82242,                0.82885,                0.66218,                0.79155,                0.60654,                 1.0481,             0.00061653,             0.00061653,             0.00061653
                     67,                0.57655,                  0.437,                0.92463,                0.81072,                0.81315,                0.83886,                0.67964,                0.77512,                0.62361,                 1.0525,             0.00061203,             0.00061203,             0.00061203
                     68,                0.57241,                0.44281,                0.92738,                0.81122,                0.83952,                0.85089,                0.67671,                0.78803,                0.60515,                 1.0614,             0.00060753,             0.00060753,             0.00060753
                     69,                0.57937,                0.45127,                0.93111,                0.86722,                0.78993,                0.83223,                   0.67,                0.76214,                0.61236,                 1.0451,             0.00060303,             0.00060303,             0.00060303
                     70,                0.57988,                0.43026,                0.92631,                0.82102,                0.82143,                0.84563,                0.68193,                0.75717,                0.59891,                 1.0305,             0.00059853,             0.00059853,             0.00059853
                     71,                0.55967,                0.43402,                0.92744,                0.83721,                0.81824,                0.84154,                0.67973,                0.76531,                0.61013,                 1.0343,             0.00059403,             0.00059403,             0.00059403
                     72,                0.57559,                0.43401,                0.92754,                0.86746,                0.75661,                0.81478,                0.65921,                 0.7715,                0.64663,                  1.046,             0.00058953,             0.00058953,             0.00058953
                     73,                0.57068,                0.43395,                0.92627,                0.82317,                 0.8004,                0.82042,                0.66116,                0.76472,                0.63435,                 1.0375,             0.00058503,             0.00058503,             0.00058503
                     74,                0.57212,                0.43871,                 0.9287,                0.85381,                0.79426,                0.82884,                0.66876,                 0.7638,                0.63494,                 1.0445,             0.00058053,             0.00058053,             0.00058053
                     75,                0.56833,                 0.4291,                 0.9293,                0.83665,                0.80012,                 0.8259,                0.66952,                0.77368,                0.62922,                 1.0512,             0.00057603,             0.00057603,             0.00057603
                     76,                0.56599,                0.43086,                0.92832,                0.82322,                0.79362,                0.82259,                0.66053,                0.75306,                0.65034,                 1.0382,             0.00057153,             0.00057153,             0.00057153
                     77,                0.55894,                0.42205,                0.92104,                0.87181,                0.76882,                0.82351,                0.67073,                 0.7516,                0.67485,                 1.0514,             0.00056703,             0.00056703,             0.00056703
                     78,                0.55534,                0.41377,                0.91342,                0.86213,                0.78985,                0.82624,                0.67284,                0.75597,                0.64057,                 1.0458,             0.00056253,             0.00056253,             0.00056253
                     79,                0.55479,                0.41985,                0.92334,                0.86912,                0.78227,                0.81772,                0.66622,                0.75015,                  0.644,                 1.0349,             0.00055804,             0.00055804,             0.00055804
                     80,                0.55463,                0.42129,                0.92174,                0.83683,                0.78095,                0.81874,                  0.664,                0.76742,                  0.637,                 1.0518,             0.00055354,             0.00055354,             0.00055354
                     81,                0.55654,                0.41438,                0.91793,                0.81858,                0.80759,                0.84556,                0.68476,                0.77042,                0.63184,                 1.0437,             0.00054904,             0.00054904,             0.00054904
                     82,                 0.5516,                0.41361,                0.91908,                0.85744,                0.79528,                0.83455,                 0.6745,                 0.7736,                0.63843,                 1.0501,             0.00054454,             0.00054454,             0.00054454
                     83,                0.55138,                0.41334,                0.91779,                 0.8365,                0.81338,                0.83253,                0.67494,                0.77006,                0.61682,                 1.0556,             0.00054004,             0.00054004,             0.00054004
                     84,                0.54303,                 0.4048,                0.91784,                0.79361,                0.82625,                0.82984,                0.66485,                0.77562,                 0.6353,                 1.0459,             0.00053554,             0.00053554,             0.00053554
                     85,                0.54385,                0.40444,                0.91266,                0.85218,                0.78041,                0.83084,                0.66897,                0.77256,                0.65287,                 1.0431,             0.00053104,             0.00053104,             0.00053104
                     86,                0.54203,                0.40403,                0.91817,                0.86738,                0.79732,                0.83424,                0.66519,                0.76387,                 0.6249,                 1.0422,             0.00052654,             0.00052654,             0.00052654
                     87,                0.54815,                0.40872,                0.91746,                0.84318,                0.80555,                0.83684,                 0.6748,                0.75088,                0.62419,                 1.0395,             0.00052204,             0.00052204,             0.00052204
                     88,                  0.533,                    0.4,                0.90882,                0.85368,                0.79651,                0.84251,                0.67645,                0.75498,                0.61646,                 1.0352,             0.00051754,             0.00051754,             0.00051754
                     89,                0.53372,                0.40658,                0.90726,                0.86846,                0.77869,                0.84148,                 0.6767,                0.76364,                0.59634,                 1.0472,             0.00051304,             0.00051304,             0.00051304
                     90,                0.53358,                0.39803,                0.91572,                0.84567,                0.80865,                0.83928,                0.67138,                0.76091,                0.61197,                 1.0502,             0.00050854,             0.00050854,             0.00050854
                     91,                 0.5425,                0.40245,                0.91421,                 0.8342,                0.79491,                0.83339,                0.67808,                0.75698,                0.62765,                 1.0343,             0.00050404,             0.00050404,             0.00050404
                     92,                0.53369,                0.39271,                0.91065,                0.87489,                0.76728,                0.82228,                0.66835,                0.75216,                0.64269,                 1.0456,             0.00049954,             0.00049954,             0.00049954
                     93,                0.52885,                0.39648,                0.91011,                 0.8417,                0.78289,                0.83441,                0.67305,                0.75297,                0.66315,                 1.0363,             0.00049504,             0.00049504,             0.00049504
                     94,                 0.5365,                0.39106,                0.90525,                0.79518,                0.81824,                0.82369,                 0.6626,                0.75063,                0.62899,                 1.0256,             0.00049054,             0.00049054,             0.00049054
                     95,                0.53695,                0.39812,                0.91482,                 0.7955,                 0.8186,                0.82531,                0.66766,                0.75481,                0.61976,                 1.0308,             0.00048604,             0.00048604,             0.00048604
                     96,                0.52252,                0.38669,                0.90875,                0.81532,                0.80724,                0.82778,                0.66212,                0.77166,                0.63965,                 1.0462,             0.00048154,             0.00048154,             0.00048154
                     97,                0.51611,                 0.3789,                0.90392,                0.84545,                0.82023,                0.83615,                0.67712,                0.74589,                0.58537,                 1.0416,             0.00047704,             0.00047704,             0.00047704
                     98,                0.53071,                0.39463,                 0.9117,                 0.8369,                0.80977,                0.84101,                0.68219,                0.75662,                   0.65,                 1.0388,             0.00047254,             0.00047254,             0.00047254
                     99,                0.52119,                0.38821,                0.90671,                0.84273,                0.81393,                0.83281,                0.67373,                 0.7633,                0.63168,                  1.038,             0.00046804,             0.00046804,             0.00046804
                    100,                0.52432,                0.38779,                0.90643,                0.85302,                0.80181,                0.83273,                0.67947,                0.75129,                 0.5964,                 1.0322,             0.00046354,             0.00046354,             0.00046354
                    101,                0.51686,                0.38793,                0.90785,                0.85636,                0.78349,                0.82201,                0.66677,                0.75887,                0.64393,                 1.0472,             0.00045904,             0.00045904,             0.00045904
                    102,                0.52117,                0.39225,                0.90774,                0.87445,                0.78774,                0.84127,                0.67366,                0.75537,                0.61364,                 1.0432,             0.00045455,             0.00045455,             0.00045455
                    103,                0.51517,                0.37844,                0.90331,                0.82424,                0.81869,                0.83818,                 0.6707,                0.76538,                 0.6265,                 1.0487,             0.00045005,             0.00045005,             0.00045005
                    104,                0.50828,                0.36451,                0.89863,                  0.828,                0.82142,                0.84822,                0.67922,                0.75316,                0.58156,                 1.0407,             0.00044555,             0.00044555,             0.00044555
                    105,                0.51959,                0.38631,                0.90577,                0.83921,                0.81613,                0.84062,                0.67788,                0.75882,                0.61362,                 1.0339,             0.00044105,             0.00044105,             0.00044105
                    106,                0.50997,                0.38538,                0.90244,                0.83225,                0.81378,                0.83698,                0.67553,                0.77319,                0.63746,                 1.0552,             0.00043655,             0.00043655,             0.00043655
                    107,                0.50768,                0.37642,                0.90006,                0.84495,                0.80727,                0.83837,                0.67959,                0.76401,                0.60592,                 1.0459,             0.00043205,             0.00043205,             0.00043205
                    108,                0.50986,                0.37701,                0.90402,                 0.8513,                0.81397,                 0.8351,                0.67001,                0.75539,                0.62311,                 1.0364,             0.00042755,             0.00042755,             0.00042755
                    109,                 0.5013,                0.36532,                0.89498,                0.85442,                0.82004,                0.83767,                0.67438,                0.75528,                0.59359,                 1.0331,             0.00042305,             0.00042305,             0.00042305
                    110,                0.50332,                0.37207,                 0.8987,                0.83356,                0.81343,                0.82329,                0.66727,                 0.7398,                0.63191,                 1.0233,             0.00041855,             0.00041855,             0.00041855
                    111,                0.50641,                 0.3623,                0.90299,                 0.8446,                0.79072,                0.82921,                0.67017,                0.76434,                0.64728,                 1.0437,             0.00041405,             0.00041405,             0.00041405
                    112,                0.50068,                0.35908,                0.89993,                0.83907,                0.81631,                0.84078,                0.67621,                0.75272,                0.61014,                 1.0388,             0.00040955,             0.00040955,             0.00040955
                    113,                0.49935,                0.36355,                0.89792,                0.83922,                0.81309,                0.83294,                0.67322,                0.76267,                0.63288,                 1.0444,             0.00040505,             0.00040505,             0.00040505
                    114,                0.49315,                 0.3673,                0.90109,                0.84635,                0.81406,                0.83406,                0.67376,                0.75267,                0.63586,                  1.039,             0.00040055,             0.00040055,             0.00040055
                    115,                0.50129,                0.36936,                0.90175,                0.84536,                0.79228,                0.83273,                0.68006,                0.75324,                0.62548,                 1.0455,             0.00039605,             0.00039605,             0.00039605
                    116,                0.48864,                0.36326,                0.89529,                0.83273,                 0.8179,                0.84393,                0.68731,                0.75464,                 0.6077,                 1.0348,             0.00039155,             0.00039155,             0.00039155
                    117,                0.49351,                 0.3588,                0.89863,                0.85337,                0.79817,                0.83567,                0.67735,                0.75517,                0.61787,                 1.0406,             0.00038705,             0.00038705,             0.00038705
                    118,                0.49355,                0.35737,                0.89881,                0.83475,                0.80759,                0.83322,                0.67684,                0.74936,                0.65943,                  1.042,             0.00038255,             0.00038255,             0.00038255
                    119,                0.49021,                 0.3639,                0.89646,                0.85469,                0.80058,                0.82881,                0.67825,                0.73596,                0.61739,                 1.0259,             0.00037805,             0.00037805,             0.00037805
                    120,                0.48278,                0.35431,                0.89562,                0.81558,                0.82627,                0.83463,                0.67866,                0.76062,                0.61598,                 1.0468,             0.00037355,             0.00037355,             0.00037355
                    121,                0.48141,                0.35673,                0.89047,                0.83923,                0.81454,                0.83806,                0.68168,                0.75647,                0.64128,                 1.0439,             0.00036905,             0.00036905,             0.00036905
                    122,                0.48519,                0.36001,                0.89347,                0.82061,                0.81282,                0.83626,                0.68082,                0.75491,                0.61115,                 1.0403,             0.00036455,             0.00036455,             0.00036455
                    123,                0.49212,                0.35827,                0.89331,                0.85504,                0.80655,                 0.8368,                0.67962,                  0.749,                0.62545,                 1.0335,             0.00036005,             0.00036005,             0.00036005
                    124,                0.48037,                0.34774,                 0.8886,                0.87083,                 0.8095,                0.83644,                 0.6792,                0.75506,                0.64074,                 1.0448,             0.00035556,             0.00035556,             0.00035556
                    125,                0.48089,                0.34762,                0.89013,                 0.8242,                0.82988,                0.83101,                0.67547,                0.75721,                0.64118,                 1.0481,             0.00035106,             0.00035106,             0.00035106
                    126,                0.48427,                0.35005,                0.89265,                 0.8763,                  0.786,                0.82941,                0.67991,                0.73549,                0.63675,                 1.0306,             0.00034656,             0.00034656,             0.00034656
                    127,                0.46962,                0.35104,                0.88883,                0.84014,                0.80811,                0.82594,                0.67384,                0.74438,                 0.6681,                 1.0398,             0.00034206,             0.00034206,             0.00034206
                    128,                0.47821,                0.34879,                0.89337,                0.82715,                0.82266,                 0.8341,                0.67892,                0.75118,                0.63093,                 1.0382,             0.00033756,             0.00033756,             0.00033756
                    129,                0.47416,                0.34837,                0.88732,                 0.8354,                0.81044,                0.84187,                0.68597,                0.75538,                0.63997,                 1.0432,             0.00033306,             0.00033306,             0.00033306
                    130,                0.47344,                0.34418,                0.89646,                 0.8378,                0.81513,                0.84172,                0.68845,                0.74808,                0.62724,                 1.0369,             0.00032856,             0.00032856,             0.00032856
                    131,                0.47174,                0.34942,                0.88398,                0.83014,                0.82352,                0.84247,                0.68551,                0.74909,                0.63061,                 1.0391,             0.00032406,             0.00032406,             0.00032406
                    132,                0.46303,                0.33628,                0.88327,                0.86997,                0.79597,                0.83754,                0.68296,                0.74726,                0.64308,                 1.0396,             0.00031956,             0.00031956,             0.00031956
                    133,                0.46595,                0.33915,                0.88343,                0.86439,                0.79315,                0.83523,                0.68245,                0.74475,                 0.6094,                 1.0423,             0.00031506,             0.00031506,             0.00031506
                    134,                0.46901,                0.34258,                0.88942,                 0.8563,                0.80105,                0.83402,                0.67994,                0.75265,                0.62657,                 1.0414,             0.00031056,             0.00031056,             0.00031056
                    135,                0.47321,                0.33847,                0.88931,                0.87053,                0.79321,                0.83301,                0.68313,                0.75247,                0.62881,                 1.0397,             0.00030606,             0.00030606,             0.00030606
                    136,                0.45675,                0.33247,                0.88328,                0.86973,                0.79573,                0.83327,                0.67978,                0.75022,                0.62263,                 1.0313,             0.00030156,             0.00030156,             0.00030156
                    137,                0.46318,                0.33054,                0.88502,                0.81478,                 0.8127,                0.82436,                0.68217,                 0.7394,                0.62964,                 1.0314,             0.00029706,             0.00029706,             0.00029706
                    138,                 0.4631,                0.33705,                0.88464,                 0.8495,                0.79687,                0.83261,                0.68628,                0.74014,                0.60807,                 1.0359,             0.00029256,             0.00029256,             0.00029256
                    139,                0.45949,                0.33461,                0.88561,                0.86041,                0.79985,                0.83786,                  0.683,                0.74892,                0.62723,                 1.0357,             0.00028806,             0.00028806,             0.00028806
                    140,                0.45868,                0.33488,                0.88605,                0.87048,                 0.8032,                0.83858,                0.68181,                0.74748,                0.61638,                 1.0352,             0.00028356,             0.00028356,             0.00028356
                    141,                0.46704,                0.33663,                0.88996,                0.82815,                0.80871,                0.82773,                0.67751,                0.75573,                0.62805,                 1.0342,             0.00027906,             0.00027906,             0.00027906
                    142,                 0.4553,                 0.3291,                0.88192,                0.81486,                0.82187,                0.82972,                0.68319,                0.76059,                0.65193,                 1.0449,             0.00027456,             0.00027456,             0.00027456
                    143,                 0.4623,                0.33453,                0.88649,                0.84757,                0.79214,                0.82612,                 0.6721,                0.75439,                0.62616,                 1.0464,             0.00027006,             0.00027006,             0.00027006
                    144,                0.44493,                 0.3205,                0.87899,                0.82276,                0.81727,                0.82759,                0.67281,                0.75146,                0.63371,                 1.0416,             0.00026556,             0.00026556,             0.00026556
                    145,                0.45375,                  0.329,                0.88084,                0.82408,                0.81029,                0.82191,                0.67005,                0.76011,                0.63989,                 1.0436,             0.00026106,             0.00026106,             0.00026106
                    146,                0.44891,                0.33079,                0.88544,                 0.8373,                0.80991,                0.83301,                0.67315,                0.76354,                0.65307,                 1.0446,             0.00025657,             0.00025657,             0.00025657
                    147,                0.46029,                0.33028,                0.88847,                0.82836,                0.81877,                0.83411,                0.67632,                0.76586,                0.63267,                   1.05,             0.00025207,             0.00025207,             0.00025207
                    148,                 0.4541,                  0.329,                 0.8821,                0.83159,                0.81206,                0.83095,                0.67316,                 0.7621,                0.64718,                 1.0437,             0.00024757,             0.00024757,             0.00024757
                    149,                 0.4399,                 0.3134,                0.87571,                 0.8419,                0.81819,                0.83392,                0.67867,                0.74964,                0.60976,                 1.0428,             0.00024307,             0.00024307,             0.00024307
                    150,                0.43865,                0.31726,                0.87755,                0.82234,                0.81712,                0.82709,                 0.6677,                0.74777,                0.63883,                 1.0445,             0.00023857,             0.00023857,             0.00023857
                    151,                0.44443,                0.32356,                0.88042,                0.86225,                0.79933,                0.83599,                 0.6747,                0.74623,                0.61957,                 1.0407,             0.00023407,             0.00023407,             0.00023407
                    152,                0.45096,                0.32763,                0.87911,                0.82249,                0.82483,                0.82885,                  0.672,                0.75053,                0.61669,                 1.0448,             0.00022957,             0.00022957,             0.00022957
                    153,                0.43917,                 0.3198,                0.87815,                0.83525,                0.82204,                0.83544,                0.67742,                0.75464,                0.60223,                 1.0546,             0.00022507,             0.00022507,             0.00022507
                    154,                0.44117,                0.31743,                0.87769,                0.83104,                0.82302,                0.82946,                0.67737,                0.75292,                0.61951,                 1.0504,             0.00022057,             0.00022057,             0.00022057
                    155,                0.43859,                0.32156,                0.87612,                 0.8231,                0.80905,                0.81768,                0.67124,                0.75843,                0.65846,                 1.0552,             0.00021607,             0.00021607,             0.00021607
                    156,                0.44132,                0.31649,                0.87738,                0.82508,                0.81766,                0.82867,                0.67813,                0.74231,                0.62688,                 1.0492,             0.00021157,             0.00021157,             0.00021157
                    157,                0.44101,                 0.3156,                 0.8786,                0.82301,                0.82815,                0.83383,                0.68284,                0.75008,                0.62185,                 1.0549,             0.00020707,             0.00020707,             0.00020707
                    158,                0.43657,                0.31785,                0.88044,                0.83947,                0.80665,                0.82852,                0.67724,                0.74944,                0.63039,                 1.0505,             0.00020257,             0.00020257,             0.00020257
