                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 0.6983,                0.59012,                0.98781,                0.84869,                0.79895,                0.82689,                0.65535,                0.78667,                0.66055,                 1.0377,             0.00092952,             0.00092952,             0.00092952
                     35,                0.68095,                 0.5713,                0.97381,                0.78119,                0.78324,                0.81725,                0.63277,                0.81055,                0.67529,                 1.0714,             0.00092402,             0.00092402,             0.00092402
                     36,                  0.691,                0.56465,                0.98222,                0.81599,                0.81045,                0.82643,                0.65345,                0.80094,                0.65933,                 1.0396,             0.00091852,             0.00091852,             0.00091852
                     37,                0.68971,                0.58174,                0.97979,                0.77941,                0.78148,                0.81838,                0.64398,                0.80417,                 0.6789,                 1.0505,             0.00091302,             0.00091302,             0.00091302
                     38,                0.67022,                 0.5546,                0.97366,                0.82331,                0.77579,                0.81869,                0.64534,                0.79225,                0.65262,                 1.0413,             0.00090752,             0.00090752,             0.00090752
                     39,                0.66927,                0.55508,                0.96541,                0.80657,                0.80899,                0.83574,                 0.6598,                0.79823,                0.64992,                 1.0508,             0.00090202,             0.00090202,             0.00090202
                     40,                0.66335,                0.53892,                0.96081,                0.83936,                0.78349,                0.83466,                0.65655,                0.80821,                0.65625,                 1.0595,             0.00089652,             0.00089652,             0.00089652
                     41,                0.65976,                0.53833,                0.96603,                0.79982,                0.78981,                0.81654,                0.62567,                0.81981,                 0.7077,                 1.0597,             0.00089102,             0.00089102,             0.00089102
                     42,                  0.655,                0.52971,                 0.9658,                0.82877,                0.79114,                0.82524,                0.65422,                0.78633,                0.68234,                 1.0448,             0.00088552,             0.00088552,             0.00088552
                     43,                0.65535,                0.52426,                0.96427,                0.82434,                0.75605,                0.82618,                0.65401,                0.80932,                0.69134,                 1.0524,             0.00088002,             0.00088002,             0.00088002
                     44,                0.65464,                0.52492,                0.96157,                0.86822,                0.80013,                0.84566,                0.65912,                0.80207,                 0.6114,                 1.0534,             0.00087452,             0.00087452,             0.00087452
                     45,                0.65714,                0.52978,                0.95508,                0.84732,                0.77944,                0.83083,                0.65503,                0.77913,                0.63604,                 1.0473,             0.00086902,             0.00086902,             0.00086902
                     46,                0.65197,                0.52847,                0.96026,                0.86638,                0.79445,                0.84688,                0.67258,                0.78013,                0.63186,                 1.0451,             0.00086352,             0.00086352,             0.00086352
                     47,                0.64796,                0.52059,                0.95755,                0.88095,                0.76818,                0.84179,                0.66856,                 0.7713,                0.62596,                 1.0327,             0.00085803,             0.00085803,             0.00085803
                     48,                   0.64,                  0.503,                0.95141,                0.79596,                0.79747,                0.83292,                 0.6573,                0.77782,                0.64334,                 1.0402,             0.00085253,             0.00085253,             0.00085253
                     49,                0.62424,                0.50133,                 0.9479,                0.83933,                0.79834,                0.83523,                0.66629,                0.77872,                 0.6182,                  1.036,             0.00084703,             0.00084703,             0.00084703
                     50,                0.63437,                0.50316,                0.95934,                0.81732,                0.78892,                0.83038,                0.65715,                0.81039,                  0.664,                 1.0559,             0.00084153,             0.00084153,             0.00084153
                     51,                0.62993,                0.48898,                0.95399,                0.78315,                0.83887,                0.85335,                0.67176,                0.77846,                0.61823,                 1.0362,             0.00083603,             0.00083603,             0.00083603
                     52,                 0.6233,                0.50637,                0.95592,                0.81275,                0.80479,                 0.8477,                0.66492,                0.79288,                0.64802,                 1.0483,             0.00083053,             0.00083053,             0.00083053
                     53,                0.62931,                0.49911,                0.95055,                0.86073,                 0.7767,                0.83558,                0.66809,                0.78066,                0.63577,                 1.0541,             0.00082503,             0.00082503,             0.00082503
                     54,                0.62997,                0.49985,                0.95301,                0.83552,                0.81485,                0.83554,                0.65513,                0.78205,                0.63447,                 1.0511,             0.00081953,             0.00081953,             0.00081953
                     55,                0.63023,                0.48968,                0.94923,                0.85096,                0.80051,                0.83872,                0.66375,                0.79061,                0.61947,                 1.0573,             0.00081403,             0.00081403,             0.00081403
                     56,                0.61642,                0.48269,                 0.9432,                0.80128,                0.81631,                0.82215,                0.64463,                0.78694,                0.67425,                 1.0399,             0.00080853,             0.00080853,             0.00080853
                     57,                0.61553,                 0.4813,                0.94687,                 0.8047,                0.81904,                0.83595,                0.67013,                0.76106,                0.61949,                 1.0257,             0.00080303,             0.00080303,             0.00080303
                     58,                0.61496,                0.47489,                0.94636,                0.83583,                0.80593,                0.83992,                0.66747,                0.78248,                 0.6203,                 1.0397,             0.00079753,             0.00079753,             0.00079753
                     59,                0.60734,                0.46933,                0.94317,                0.82792,                0.79367,                0.84217,                0.66798,                0.77928,                0.62493,                 1.0383,             0.00079203,             0.00079203,             0.00079203
                     60,                0.60316,                0.46528,                0.93789,                0.84743,                0.80378,                0.85454,                0.66825,                0.77949,                  0.602,                 1.0379,             0.00078653,             0.00078653,             0.00078653
                     61,                  0.622,                0.47139,                 0.9482,                0.84131,                0.77206,                0.83557,                 0.6693,                0.77719,                0.63748,                 1.0433,             0.00078103,             0.00078103,             0.00078103
                     62,                0.60659,                0.46576,                0.94072,                 0.8327,                0.81723,                0.83709,                 0.6625,                0.78608,                0.62234,                 1.0571,             0.00077553,             0.00077553,             0.00077553
                     63,                0.59438,                0.45685,                 0.9345,                0.80853,                0.83305,                0.83603,                0.67001,                0.78209,                0.62436,                 1.0543,             0.00077003,             0.00077003,             0.00077003
                     64,                0.59686,                 0.4713,                0.94054,                0.83046,                0.80281,                0.83427,                  0.665,                0.75953,                0.62992,                 1.0346,             0.00076453,             0.00076453,             0.00076453
                     65,                0.60156,                0.45733,                0.93994,                0.83228,                0.82327,                0.85252,                0.67483,                0.78288,                0.59784,                 1.0435,             0.00075904,             0.00075904,             0.00075904
                     66,                0.60944,                0.46565,                0.93837,                0.81468,                0.79662,                0.82651,                0.65885,                0.77325,                0.63375,                 1.0383,             0.00075354,             0.00075354,             0.00075354
                     67,                0.59146,                0.44937,                0.92838,                0.81672,                0.83505,                0.84795,                0.66586,                0.76906,                 0.6027,                  1.039,             0.00074804,             0.00074804,             0.00074804
                     68,                 0.5862,                0.45973,                 0.9309,                0.82253,                0.79315,                0.82801,                0.65668,                0.79778,                0.64694,                  1.049,             0.00074254,             0.00074254,             0.00074254
                     69,                0.58881,                0.45935,                0.93551,                0.85833,                 0.8036,                0.83231,                0.66458,                 0.7609,                0.62965,                 1.0442,             0.00073704,             0.00073704,             0.00073704
                     70,                0.58049,                 0.4311,                0.92697,                0.83704,                0.82418,                0.84765,                0.67511,                0.76441,                0.62468,                 1.0318,             0.00073154,             0.00073154,             0.00073154
                     71,                 0.5772,                0.44093,                0.93174,                0.82953,                0.80434,                0.83977,                0.67171,                0.77451,                0.61987,                  1.036,             0.00072604,             0.00072604,             0.00072604
                     72,                0.58246,                0.44749,                0.93158,                0.85027,                0.79586,                 0.8342,                0.66817,                0.76298,                0.64754,                 1.0435,             0.00072054,             0.00072054,             0.00072054
                     73,                0.57527,                0.43576,                0.92573,                0.83018,                 0.8196,                0.82512,                0.65564,                0.78323,                0.62752,                 1.0564,             0.00071504,             0.00071504,             0.00071504
                     74,                  0.581,                0.44608,                0.93529,                0.82683,                0.82673,                0.83661,                 0.6699,                0.76899,                0.60544,                 1.0453,             0.00070954,             0.00070954,             0.00070954
                     75,                0.57255,                0.43294,                0.92999,                0.82453,                0.80363,                0.83057,                0.66302,                0.76797,                0.63461,                  1.035,             0.00070404,             0.00070404,             0.00070404
                     76,                0.57048,                0.43877,                0.93229,                0.82387,                0.81444,                0.83489,                0.66217,                0.76571,                0.61027,                  1.036,             0.00069854,             0.00069854,             0.00069854
                     77,                0.57249,                0.43026,                0.92676,                0.82896,                0.79135,                0.81865,                0.65722,                0.77572,                0.65321,                 1.0395,             0.00069304,             0.00069304,             0.00069304
                     78,                0.56612,                0.42894,                0.91844,                0.79797,                0.84105,                0.83782,                0.66644,                0.77277,                0.60223,                 1.0595,             0.00068754,             0.00068754,             0.00068754
                     79,                0.55848,                 0.4299,                0.92524,                0.85851,                0.78542,                0.83424,                0.66333,                0.78641,                0.65648,                  1.062,             0.00068204,             0.00068204,             0.00068204
                     80,                0.56664,                0.42998,                 0.9265,                0.80715,                0.80829,                0.81798,                0.64953,                 0.7673,                0.62403,                 1.0371,             0.00067654,             0.00067654,             0.00067654
                     81,                0.56547,                 0.4275,                0.92411,                 0.8546,                 0.8224,                 0.8553,                0.68969,                0.75412,                0.58278,                 1.0353,             0.00067104,             0.00067104,             0.00067104
                     82,                0.55482,                0.42051,                0.91914,                0.85088,                0.81656,                0.84839,                0.68567,                0.74506,                0.58503,                 1.0239,             0.00066554,             0.00066554,             0.00066554
                     83,                0.56031,                0.42399,                 0.9211,                0.83548,                0.81379,                0.84752,                0.67878,                0.77301,                 0.5827,                  1.047,             0.00066005,             0.00066005,             0.00066005
                     84,                0.54833,                0.41371,                0.92135,                0.83767,                0.79549,                0.83858,                 0.6717,                0.76876,                0.61286,                 1.0378,             0.00065455,             0.00065455,             0.00065455
                     85,                0.55824,                 0.4191,                0.91782,                0.82083,                  0.812,                0.83382,                0.67565,                0.76811,                0.65668,                  1.042,             0.00064905,             0.00064905,             0.00064905
                     86,                 0.5575,                0.41993,                0.92283,                0.86176,                0.79756,                0.85105,                0.67823,                0.77336,                0.61147,                 1.0533,             0.00064355,             0.00064355,             0.00064355
                     87,                0.55691,                0.42376,                0.91978,                0.83822,                0.80617,                0.84316,                0.68096,                0.75725,                0.58896,                 1.0448,             0.00063805,             0.00063805,             0.00063805
                     88,                0.54723,                0.40777,                0.91463,                0.83895,                0.80561,                0.84584,                0.67698,                0.76986,                0.61504,                 1.0433,             0.00063255,             0.00063255,             0.00063255
                     89,                0.54633,                0.41249,                0.91009,                0.87032,                0.79763,                 0.8556,                0.67312,                0.77458,                0.62498,                 1.0505,             0.00062705,             0.00062705,             0.00062705
                     90,                0.54285,                0.40083,                0.91957,                0.80841,                0.82539,                0.83945,                0.67608,                 0.7527,                0.61248,                 1.0376,             0.00062155,             0.00062155,             0.00062155
                     91,                0.55422,                0.40725,                0.91805,                0.84485,                0.80291,                0.83867,                0.68301,                0.74889,                0.59536,                  1.033,             0.00061605,             0.00061605,             0.00061605
                     92,                0.53826,                0.39916,                0.91226,                0.82558,                0.78038,                0.82181,                0.65488,                0.76353,                0.66058,                 1.0478,             0.00061055,             0.00061055,             0.00061055
                     93,                0.53756,                0.40351,                0.91646,                0.85303,                 0.8051,                 0.8349,                0.67204,                0.76194,                0.62268,                 1.0289,             0.00060505,             0.00060505,             0.00060505
                     94,                0.54087,                0.39486,                0.90586,                0.80731,                0.84722,                0.84287,                0.67334,                0.76352,                0.61488,                 1.0445,             0.00059955,             0.00059955,             0.00059955
                     95,                0.54921,                0.40478,                0.92034,                0.85795,                0.78811,                0.84864,                0.67841,                0.74347,                0.58877,                 1.0385,             0.00059405,             0.00059405,             0.00059405
                     96,                0.52975,                0.39166,                0.91144,                0.78688,                0.84058,                0.84553,                0.67108,                0.75313,                0.61217,                 1.0505,             0.00058855,             0.00058855,             0.00058855
                     97,                0.52474,                0.38905,                0.90807,                 0.8288,                0.81751,                0.84325,                0.67575,                0.76693,                 0.6177,                 1.0565,             0.00058305,             0.00058305,             0.00058305
                     98,                  0.538,                0.39892,                0.91422,                0.81001,                0.81081,                0.82503,                0.66603,                0.76142,                0.64022,                 1.0473,             0.00057755,             0.00057755,             0.00057755
                     99,                0.52734,                0.39505,                0.90929,                0.83685,                0.79883,                0.84143,                0.67329,                0.76858,                0.60758,                 1.0456,             0.00057205,             0.00057205,             0.00057205
                    100,                0.53225,                 0.3972,                0.90853,                0.82373,                0.82407,                0.83955,                0.67347,                0.76667,                0.60807,                 1.0589,             0.00056655,             0.00056655,             0.00056655
                    101,                0.52373,                0.39502,                 0.9109,                0.81564,                0.81887,                0.84103,                0.68668,                0.74106,                0.59936,                 1.0384,             0.00056105,             0.00056105,             0.00056105
                    102,                0.53201,                0.39548,                  0.912,                0.80486,                0.84419,                0.83435,                0.66306,                0.76869,                0.60171,                 1.0514,             0.00055556,             0.00055556,             0.00055556
                    103,                0.52105,                0.38236,                0.90673,                0.83024,                0.82256,                0.84819,                0.68176,                0.75118,                0.59617,                 1.0402,             0.00055006,             0.00055006,             0.00055006
                    104,                0.51452,                0.37323,                0.90096,                0.83307,                0.83103,                0.84626,                0.68485,                 0.7601,                0.58921,                 1.0449,             0.00054456,             0.00054456,             0.00054456
                    105,                0.52577,                0.38609,                0.90797,                0.82668,                0.82303,                0.84765,                0.68532,                0.74557,                0.60245,                 1.0399,             0.00053906,             0.00053906,             0.00053906
                    106,                0.51885,                  0.385,                0.90421,                0.85069,                0.81058,                0.84456,                0.67319,                0.74954,                  0.589,                 1.0417,             0.00053356,             0.00053356,             0.00053356
                    107,                0.52136,                0.38077,                0.90486,                0.82556,                0.81852,                 0.8435,                0.67719,                0.75203,                0.59361,                 1.0425,             0.00052806,             0.00052806,             0.00052806
                    108,                 0.5126,                 0.3823,                0.90285,                0.80569,                0.84174,                0.83966,                 0.6751,                0.75412,                0.60335,                  1.051,             0.00052256,             0.00052256,             0.00052256
                    109,                 0.5104,                0.37526,                0.89796,                0.83903,                0.81222,                0.83892,                0.67542,                0.75326,                 0.6039,                 1.0494,             0.00051706,             0.00051706,             0.00051706
                    110,                0.50643,                0.37591,                 0.9019,                0.84201,                 0.8078,                0.83775,                0.67777,                0.74668,                0.61182,                 1.0364,             0.00051156,             0.00051156,             0.00051156
                    111,                0.51473,                0.37262,                0.90564,                0.85403,                0.80633,                0.84285,                0.68239,                0.74865,                0.58999,                 1.0408,             0.00050606,             0.00050606,             0.00050606
                    112,                0.51495,                 0.3726,                0.90518,                0.85046,                0.81875,                0.84602,                0.68757,                0.75652,                0.59808,                 1.0523,             0.00050056,             0.00050056,             0.00050056
                    113,                0.50747,                0.37313,                 0.9041,                0.83954,                0.81575,                0.84251,                0.69046,                0.76113,                 0.6086,                 1.0476,             0.00049506,             0.00049506,             0.00049506
                    114,                0.50377,                0.37334,                0.90563,                0.84071,                 0.8166,                0.83755,                0.68005,                0.75015,                0.60528,                 1.0342,             0.00048956,             0.00048956,             0.00048956
                    115,                0.50426,                0.37292,                0.90302,                0.81298,                0.82353,                0.83335,                0.67175,                0.76577,                0.59414,                 1.0544,             0.00048406,             0.00048406,             0.00048406
                    116,                0.50255,                0.37095,                 0.9007,                0.82702,                0.82848,                0.84392,                0.67783,                0.76668,                0.60192,                   1.05,             0.00047856,             0.00047856,             0.00047856
                    117,                 0.4994,                0.36912,                0.90163,                 0.8324,                0.81623,                0.84206,                0.68109,                0.74735,                0.60627,                 1.0403,             0.00047306,             0.00047306,             0.00047306
                    118,                0.49904,                0.36521,                0.90068,                0.83653,                0.81518,                0.83401,                0.67992,                0.74715,                0.61349,                 1.0452,             0.00046756,             0.00046756,             0.00046756
                    119,                0.50802,                0.37471,                0.90284,                0.84719,                0.82203,                0.84219,                0.67808,                0.76126,                0.59793,                 1.0428,             0.00046206,             0.00046206,             0.00046206
                    120,                0.48931,                0.35708,                0.89735,                0.85923,                0.81604,                0.83873,                0.67894,                0.75833,                0.60162,                 1.0528,             0.00045657,             0.00045657,             0.00045657
                    121,                0.49083,                0.36184,                0.89413,                0.81081,                0.82889,                0.83609,                0.67565,                 0.7646,                0.62132,                 1.0603,             0.00045107,             0.00045107,             0.00045107
                    122,                0.49055,                0.36191,                0.89381,                0.82926,                0.80434,                0.83404,                0.67229,                0.76062,                 0.6189,                 1.0559,             0.00044557,             0.00044557,             0.00044557
                    123,                0.49895,                0.36254,                0.89736,                0.82139,                0.82523,                0.83197,                0.67344,                0.77148,                 0.6114,                 1.0559,             0.00044007,             0.00044007,             0.00044007
                    124,                 0.4866,                0.35185,                0.89365,                 0.8347,                0.80031,                0.82715,                0.67264,                0.75511,                 0.6405,                 1.0521,             0.00043457,             0.00043457,             0.00043457
                    125,                0.48202,                0.35377,                0.89102,                0.83794,                 0.8147,                0.83119,                0.67696,                0.75495,                0.60986,                 1.0526,             0.00042907,             0.00042907,             0.00042907
                    126,                0.48842,                0.35572,                0.89341,                  0.829,                0.80715,                0.83112,                0.67101,                 0.7605,                 0.6045,                 1.0551,             0.00042357,             0.00042357,             0.00042357
                    127,                0.47981,                0.35317,                0.89404,                0.85781,                0.79146,                0.82667,                0.67803,                0.74504,                0.61405,                 1.0449,             0.00041807,             0.00041807,             0.00041807
                    128,                0.48914,                0.35667,                0.90004,                0.85166,                0.81093,                0.84137,                0.68125,                0.74961,                0.60587,                 1.0385,             0.00041257,             0.00041257,             0.00041257
                    129,                 0.4781,                0.35304,                0.88894,                0.84493,                0.80056,                0.84675,                0.68534,                0.75247,                0.59874,                 1.0431,             0.00040707,             0.00040707,             0.00040707
                    130,                0.47963,                0.34464,                0.89821,                0.83444,                0.81608,                0.84437,                0.68249,                0.75339,                0.60402,                 1.0394,             0.00040157,             0.00040157,             0.00040157
                    131,                0.48257,                0.35447,                0.88818,                0.83912,                0.80377,                0.84382,                0.68912,                0.75068,                0.61948,                 1.0386,             0.00039607,             0.00039607,             0.00039607
                    132,                0.47575,                0.34557,                0.88879,                0.83258,                 0.8095,                0.84244,                 0.6833,                0.75189,                0.60452,                 1.0472,             0.00039057,             0.00039057,             0.00039057
                    133,                0.47182,                 0.3459,                0.88687,                0.84078,                0.80559,                 0.8258,                0.66957,                0.75942,                0.62965,                 1.0505,             0.00038507,             0.00038507,             0.00038507
                    134,                0.47481,                0.34885,                0.89098,                0.84991,                0.81143,                0.83879,                0.67739,                0.75445,                0.60339,                 1.0496,             0.00037957,             0.00037957,             0.00037957
                    135,                0.48023,                0.34837,                0.89335,                0.83295,                 0.7951,                0.82861,                0.67947,                0.74913,                0.60745,                 1.0493,             0.00037407,             0.00037407,             0.00037407
                    136,                0.46617,                0.33881,                0.88629,                0.82697,                0.81941,                0.84686,                0.67955,                0.76625,                0.59965,                 1.0585,             0.00036857,             0.00036857,             0.00036857
                    137,                0.47632,                0.33767,                0.89032,                0.83156,                0.81721,                0.83463,                0.67749,                0.74896,                0.62186,                 1.0475,             0.00036307,             0.00036307,             0.00036307
                    138,                0.47465,                0.34529,                0.88838,                0.83636,                 0.8153,                0.83978,                0.67733,                0.75595,                0.61453,                 1.0563,             0.00035758,             0.00035758,             0.00035758
                    139,                0.46599,                0.33814,                0.88792,                0.86236,                0.79329,                0.84056,                0.68389,                 0.7556,                0.61618,                 1.0494,             0.00035208,             0.00035208,             0.00035208
                    140,                0.46841,                0.34219,                 0.8888,                0.85875,                0.77072,                0.83117,                0.67471,                0.75236,                0.61144,                 1.0504,             0.00034658,             0.00034658,             0.00034658
                    141,                0.47108,                0.33896,                0.89349,                0.84331,                0.80672,                0.83077,                0.67535,                0.75755,                0.64118,                 1.0465,             0.00034108,             0.00034108,             0.00034108
                    142,                0.46115,                0.33498,                0.88471,                0.84346,                0.80326,                0.83856,                0.68402,                0.75844,                0.61082,                  1.047,             0.00033558,             0.00033558,             0.00033558
                    143,                0.46866,                0.33964,                0.88848,                0.84175,                0.80803,                0.84062,                0.68129,                0.75029,                0.62927,                 1.0476,             0.00033008,             0.00033008,             0.00033008
                    144,                0.45502,                0.32713,                0.88359,                0.85719,                0.79648,                0.83658,                 0.6765,                0.74807,                0.62322,                  1.042,             0.00032458,             0.00032458,             0.00032458
                    145,                0.46382,                0.33455,                0.88634,                0.82283,                0.82432,                0.83633,                0.68359,                0.74514,                0.61512,                 1.0401,             0.00031908,             0.00031908,             0.00031908
                    146,                0.45152,                0.33047,                0.88618,                0.82269,                0.81353,                 0.8384,                0.68106,                0.74675,                0.62405,                 1.0426,             0.00031358,             0.00031358,             0.00031358
                    147,                0.46611,                0.33544,                0.89018,                0.85879,                0.81789,                  0.846,                0.68879,                0.75183,                 0.5977,                 1.0522,             0.00030808,             0.00030808,             0.00030808
                    148,                0.46153,                0.33369,                0.88617,                0.84237,                0.80606,                 0.8267,                0.67071,                0.74455,                0.62339,                 1.0476,             0.00030258,             0.00030258,             0.00030258
                    149,                0.45212,                0.32352,                0.88125,                0.84541,                0.80851,                0.83977,                0.68294,                0.74118,                0.60186,                 1.0453,             0.00029708,             0.00029708,             0.00029708
                    150,                0.44892,                0.32416,                0.88188,                0.82768,                 0.8258,                0.83634,                0.67753,                0.73784,                0.60238,                  1.039,             0.00029158,             0.00029158,             0.00029158
                    151,                0.44968,                0.32664,                0.88152,                0.84049,                0.80924,                0.83952,                0.67529,                0.75344,                0.62551,                 1.0484,             0.00028608,             0.00028608,             0.00028608
                    152,                0.46026,                0.33283,                0.88297,                0.84163,                0.79989,                 0.8305,                0.67508,                0.74127,                 0.6202,                 1.0518,             0.00028058,             0.00028058,             0.00028058
                    153,                0.44689,                0.32155,                0.88234,                0.83776,                0.79836,                0.83489,                0.68173,                 0.7468,                0.61933,                 1.0475,             0.00027508,             0.00027508,             0.00027508
                    154,                0.44607,                0.31965,                0.87808,                0.84601,                0.80427,                0.83979,                 0.6831,                0.75153,                0.61602,                 1.0572,             0.00026958,             0.00026958,             0.00026958
                    155,                0.44553,                  0.328,                0.87883,                0.85569,                0.79681,                0.83893,                0.68557,                0.74777,                0.62944,                 1.0498,             0.00026408,             0.00026408,             0.00026408
                    156,                0.44512,                0.32261,                0.87995,                0.83067,                0.80818,                0.83936,                0.68155,                0.74965,                0.62991,                 1.0485,             0.00025859,             0.00025859,             0.00025859
                    157,                0.44821,                0.32332,                0.88202,                 0.8432,                0.80093,                0.84228,                0.68347,                0.75493,                0.62717,                 1.0518,             0.00025309,             0.00025309,             0.00025309
                    158,                0.44696,                0.32107,                0.88518,                0.83647,                0.81669,                 0.8355,                0.67706,                0.74385,                0.63369,                 1.0476,             0.00024759,             0.00024759,             0.00024759
